taxi.data_prog_hourofdayofweek.zone_id,taxi.data_prog_hourofdayofweek.year,taxi.data_prog_hourofdayofweek.month,taxi.data_prog_hourofdayofweek.dayofweek,taxi.data_prog_hourofdayofweek.hourofday,taxi.data_prog_hourofdayofweek.count
1,2012,7,4,22,1480
1,2012,7,7,23,2189
1,2012,8,1,0,1692
1,2012,8,4,1,872
1,2012,8,7,2,259
1,2012,9,3,11,1080
1,2012,9,6,12,1059
1,2012,10,2,21,2177
1,2012,10,5,22,2178
1,2012,11,2,0,1525
1,2012,11,5,1,471
1,2012,12,1,10,1138
1,2012,12,4,11,829
1,2012,12,7,12,1109
1,2013,2,2,8,968
1,2013,2,5,9,512
1,2013,3,1,18,2059
1,2013,3,4,19,1910
1,2013,3,7,20,2958
1,2013,5,3,8,1540
1,2013,5,6,9,542
1,2013,6,2,18,1945
1,2013,6,5,19,1641
1,2013,8,1,7,1832
1,2013,8,4,8,1665
1,2013,8,7,9,479
1,2013,9,3,18,1943
1,2013,9,6,19,1797
1,2013,11,2,7,1408
1,2013,11,5,8,1066
1,2013,12,1,17,2685
1,2013,12,4,18,1881
1,2013,12,7,19,2835
1,2010,1,2,9,773
1,2010,1,5,10,659
1,2010,2,1,19,1099
1,2010,2,4,20,1125
1,2010,2,7,21,1305
1,2010,3,7,0,823
1,2010,4,3,9,753
1,2010,4,6,10,442
1,2010,5,2,19,1556
1,2010,5,5,20,1699
1,2010,7,1,8,1195
1,2010,7,4,9,895
1,2010,7,7,10,535
1,2010,8,3,19,1110
1,2010,8,6,20,1378
1,2010,10,2,8,970
1,2010,10,5,9,818
1,2010,11,1,18,1707
1,2010,11,4,19,1225
1,2010,11,7,20,2189
1,2011,1,2,16,1773
1,2011,1,5,17,1367
1,2011,3,1,5,874
1,2011,3,4,6,1291
1,2011,3,7,7,994
1,2011,4,3,16,1890
1,2011,4,6,17,1452
1,2011,6,2,5,620
1,2011,6,5,6,1292
1,2011,7,1,15,2048
1,2011,7,4,16,1898
1,2011,7,7,17,2467
1,2011,9,3,5,628
1,2011,9,6,6,1023
1,2011,10,2,15,1868
1,2011,10,5,16,2036
1,2011,12,1,4,94
1,2011,12,4,5,962
1,2011,12,7,6,761
1,2012,1,2,23,1698
1,2012,2,2,2,75
1,2012,2,5,3,33
1,2012,3,1,12,1121
1,2012,3,4,13,1603
1,2012,3,7,14,1749
1,2012,4,3,23,1450
1,2012,5,3,2,348
1,2012,5,6,3,34
1,2012,6,2,12,1270
1,2012,6,5,13,2085
1,2012,7,1,22,2394
1,2012,7,4,23,1643
1,2012,8,1,1,1321
1,2012,8,4,2,246
1,2012,8,7,3,95
1,2012,9,3,12,1074
1,2012,9,6,13,1987
1,2012,10,2,22,2193
1,2012,10,5,23,1699
1,2012,11,2,1,504
1,2012,11,5,2,142
1,2012,12,1,11,1097
1,2012,12,4,12,1075
1,2012,12,7,13,1760
1,2013,1,6,0,1444
1,2013,2,2,9,716
1,2013,2,5,10,672
1,2013,3,1,19,1743
1,2013,3,4,20,2048
1,2013,3,7,21,3004
1,2013,4,7,0,727
1,2013,5,3,9,900
1,2013,5,6,10,529
1,2013,6,2,19,1770
1,2013,6,5,20,1700
1,2013,8,1,8,1775
1,2013,8,4,9,1021
1,2013,8,7,10,498
1,2013,9,3,19,1825
1,2013,9,6,20,1876
1,2013,11,2,8,806
1,2013,11,5,9,626
1,2013,12,1,18,2652
1,2013,12,4,19,1792
1,2013,12,7,20,2876
1,2010,1,2,10,643
1,2010,1,5,11,756
1,2010,2,1,20,1075
1,2010,2,4,21,1112
1,2010,2,7,22,1070
1,2010,3,4,0,838
1,2010,3,7,1,459
1,2010,4,3,10,592
1,2010,4,6,11,687
1,2010,5,2,20,1697
1,2010,5,5,21,1461
1,2010,6,5,0,1235
1,2010,7,1,9,867
1,2010,7,4,10,931
1,2010,7,7,11,715
1,2010,8,3,20,1371
1,2010,8,6,21,1148
1,2010,9,6,0,1264
1,2010,10,2,9,772
1,2010,10,5,10,815
1,2010,11,1,19,1971
1,2010,11,4,20,1441
1,2010,11,7,21,1912
1,2010,12,7,0,578
1,2011,1,2,17,1630
1,2011,1,5,18,1356
1,2011,3,1,6,1559
1,2011,3,4,7,1330
1,2011,3,7,8,770
1,2011,4,3,17,1735
1,2011,4,6,18,1414
1,2011,6,2,6,1274
1,2011,6,5,7,1306
1,2011,7,1,16,2274
1,2011,7,4,17,1818
1,2011,7,7,18,2205
1,2011,9,3,6,1111
1,2011,9,6,7,991
1,2011,10,2,16,2187
1,2011,10,5,17,2152
1,2011,12,1,5,811
1,2011,12,4,6,1257
1,2011,12,7,7,817
1,2012,2,2,3,8
1,2012,2,5,4,114
1,2012,3,1,13,1236
1,2012,3,4,14,2009
1,2012,3,7,15,2225
1,2012,5,3,3,113
1,2012,5,6,4,54
1,2012,6,2,13,1707
1,2012,6,5,14,2014
1,2012,7,1,23,2218
1,2012,8,1,2,387
1,2012,8,4,3,90
1,2012,8,7,4,90
1,2012,9,3,13,1843
1,2012,9,6,14,2132
1,2012,10,2,23,1591
1,2012,11,2,2,81
1,2012,11,5,3,50
1,2012,12,1,12,1145
1,2012,12,4,13,1373
1,2012,12,7,14,2149
1,2013,1,3,0,1286
1,2013,1,6,1,492
1,2013,2,2,10,885
1,2013,2,5,11,804
1,2013,3,1,20,1957
1,2013,3,4,21,2095
1,2013,3,7,22,2993
1,2013,4,4,0,1301
1,2013,4,7,1,273
1,2013,5,3,10,792
1,2013,5,6,11,787
1,2013,6,2,20,1807
1,2013,6,5,21,1929
1,2013,7,5,0,1297
1,2013,8,1,9,1209
1,2013,8,4,10,789
1,2013,8,7,11,783
1,2013,9,3,20,2023
1,2013,9,6,21,1900
1,2013,10,6,0,1372
1,2013,11,2,9,660
1,2013,11,5,10,964
1,2013,12,1,19,2546
1,2013,12,4,20,1981
1,2013,12,7,21,2967
1,2010,1,2,11,763
1,2010,1,5,12,854
1,2010,2,1,21,1247
1,2010,2,4,22,943
1,2010,2,7,23,979
1,2010,3,1,0,1831
1,2010,3,4,1,279
1,2010,3,7,2,108
1,2010,4,3,11,862
1,2010,4,6,12,612
1,2010,5,2,21,1497
1,2010,5,5,22,1496
1,2010,6,2,0,2077
1,2010,6,5,1,516
1,2010,7,1,10,923
1,2010,7,4,11,904
1,2010,7,7,12,792
1,2010,8,3,21,1154
1,2010,8,6,22,1176
1,2010,9,3,0,1292
1,2010,9,6,1,1001
1,2010,10,2,10,667
1,2010,10,5,11,872
1,2010,11,1,20,2112
1,2010,11,4,21,1303
1,2010,11,7,22,1908
1,2010,12,4,0,1379
1,2010,12,7,1,260
1,2011,1,2,18,1589
1,2011,1,5,19,1377
1,2011,3,1,7,1618
1,2011,3,4,8,1143
1,2011,3,7,9,599
1,2011,4,3,18,1592
1,2011,4,6,19,1517
1,2011,6,2,7,1477
1,2011,6,5,8,1112
1,2011,7,1,17,2088
1,2011,7,4,18,1552
1,2011,7,7,19,2237
1,2011,9,3,7,1500
1,2011,9,6,8,1070
1,2011,10,2,17,2262
1,2011,10,5,18,1926
1,2011,12,1,6,1226
1,2011,12,4,7,1600
1,2011,12,7,8,605
1,2012,2,2,4,106
1,2012,2,5,5,907
1,2012,3,1,14,1780
1,2012,3,4,15,2502
1,2012,3,7,16,2255
1,2012,5,3,4,142
1,2012,5,6,5,530
1,2012,6,2,14,1628
1,2012,6,5,15,2251
1,2012,8,1,3,93
1,2012,8,4,4,81
1,2012,8,7,5,642
1,2012,9,3,14,1710
1,2012,9,6,15,2509
1,2012,11,2,3,41
1,2012,11,5,4,100
1,2012,12,1,13,1681
1,2012,12,4,14,1749
1,2012,12,7,15,2943
1,2013,1,3,1,444
1,2013,1,6,2,61
1,2013,2,2,11,859
1,2013,2,5,12,784
1,2013,3,1,21,2019
1,2013,3,4,22,1980
1,2013,3,7,23,2612
1,2013,4,1,0,2191
1,2013,4,4,1,802
1,2013,4,7,2,125
1,2013,5,3,11,1258
1,2013,5,6,12,808
1,2013,6,2,21,1930
1,2013,6,5,22,1843
1,2013,7,2,0,2161
1,2013,7,5,1,564
1,2013,8,1,10,948
1,2013,8,4,11,1208
1,2013,8,7,12,887
1,2013,9,3,21,2247
1,2013,9,6,22,1674
1,2013,10,3,0,1337
1,2013,10,6,1,331
1,2013,11,2,10,723
1,2013,11,5,11,1060
1,2013,12,1,20,2567
1,2013,12,4,21,1985
1,2013,12,7,22,3227
1,2010,1,2,12,792
1,2010,1,5,13,1188
1,2010,2,1,22,1025
1,2010,2,4,23,865
1,2010,3,1,1,897
1,2010,3,4,2,64
1,2010,3,7,3,203
1,2010,4,3,12,711
1,2010,4,6,13,850
1,2010,5,2,22,1723
1,2010,5,5,23,1577
1,2010,6,2,1,671
1,2010,6,5,2,178
1,2010,7,1,11,875
1,2010,7,4,12,1084
1,2010,7,7,13,1135
1,2010,8,3,22,1260
1,2010,8,6,23,882
1,2010,9,3,1,464
1,2010,9,6,2,677
1,2010,10,2,11,759
1,2010,10,5,12,849
1,2010,11,1,21,1966
1,2010,11,4,22,1310
1,2010,11,7,23,1486
1,2010,12,1,0,993
1,2010,12,4,1,683
1,2010,12,7,2,137
1,2011,1,2,19,1352
1,2011,1,5,20,1475
1,2011,3,1,8,1527
1,2011,3,4,9,729
1,2011,3,7,10,591
1,2011,4,3,19,1552
1,2011,4,6,20,1488
1,2011,6,2,8,1082
1,2011,6,5,9,634
1,2011,7,1,18,1851
1,2011,7,4,19,1471
1,2011,7,7,20,2465
1,2011,9,3,8,1132
1,2011,9,6,9,670
1,2011,10,2,18,1775
1,2011,10,5,19,1929
1,2011,12,1,7,1349
1,2011,12,4,8,1088
1,2011,12,7,9,462
1,2012,2,2,5,1038
1,2012,2,5,6,1199
1,2012,3,1,15,2627
1,2012,3,4,16,2720
1,2012,3,7,17,2292
1,2012,5,3,5,727
1,2012,5,6,6,950
1,2012,6,2,15,2006
1,2012,6,5,16,2383
1,2012,8,1,4,98
1,2012,8,4,5,789
1,2012,8,7,6,945
1,2012,9,3,15,2203
1,2012,9,6,16,2433
1,2012,11,2,4,88
1,2012,11,5,5,1054
1,2012,12,1,14,2159
1,2012,12,4,15,2202
1,2012,12,7,16,2653
1,2013,1,3,2,82
1,2013,1,6,3,47
1,2013,2,2,12,705
1,2013,2,5,13,1290
1,2013,3,1,22,2070
1,2013,3,4,23,1727
1,2013,4,1,1,1018
1,2013,4,4,2,664
1,2013,4,7,3,65
1,2013,5,3,12,1227
1,2013,5,6,13,1418
1,2013,6,2,22,1943
1,2013,6,5,23,1631
1,2013,7,2,1,1440
1,2013,7,5,2,178
1,2013,8,1,11,1258
1,2013,8,4,12,1210
1,2013,8,7,13,1348
1,2013,9,3,22,1806
1,2013,9,6,23,1223
1,2013,10,3,1,203
1,2013,10,6,2,81
1,2013,11,2,11,706
1,2013,11,5,12,1143
1,2013,12,1,21,2720
1,2013,12,4,22,2127
1,2013,12,7,23,2875
1,2010,1,2,13,885
1,2010,1,5,14,1349
1,2010,2,1,23,1048
1,2010,3,1,2,300
1,2010,3,4,3,32
1,2010,3,7,4,91
1,2010,4,3,13,1053
1,2010,4,6,14,859
1,2010,5,2,23,1486
1,2010,6,2,2,209
1,2010,6,5,3,136
1,2010,7,1,12,998
1,2010,7,4,13,1539
1,2010,7,7,14,1405
1,2010,8,3,23,1040
1,2010,9,3,2,279
1,2010,9,6,3,492
1,2010,10,2,12,687
1,2010,10,5,13,1386
1,2010,11,1,22,1824
1,2010,11,4,23,915
1,2010,12,1,1,467
1,2010,12,4,2,289
1,2010,12,7,3,44
1,2011,1,2,20,1406
1,2011,1,5,21,1267
1,2011,2,5,0,865
1,2011,3,1,9,1229
1,2011,3,4,10,768
1,2011,3,7,11,790
1,2011,4,3,20,1699
1,2011,4,6,21,1446
1,2011,5,6,0,1021
1,2011,6,2,9,651
1,2011,6,5,10,659
1,2011,7,1,19,1726
1,2011,7,4,20,1777
1,2011,7,7,21,2495
1,2011,8,7,0,575
1,2011,9,3,9,615
1,2011,9,6,10,664
1,2011,10,2,19,1722
1,2011,10,5,20,1983
1,2011,12,1,8,985
1,2011,12,4,9,671
1,2011,12,7,10,576
1,2012,2,2,6,1262
1,2012,2,5,7,1233
1,2012,3,1,16,2363
1,2012,3,4,17,2386
1,2012,3,7,18,2236
1,2012,5,3,6,1562
1,2012,5,6,7,1084
1,2012,6,2,16,1945
1,2012,6,5,17,2360
1,2012,8,1,5,887
1,2012,8,4,6,1479
1,2012,8,7,7,1257
1,2012,9,3,16,2241
1,2012,9,6,17,2407
1,2012,11,2,5,946
1,2012,11,5,6,1469
1,2012,12,1,15,2743
1,2012,12,4,16,2052
1,2012,12,7,17,2556
1,2013,1,3,3,26
1,2013,1,6,4,82
1,2013,2,2,13,1262
1,2013,2,5,14,1596
1,2013,3,1,23,2107
1,2013,4,1,2,323
1,2013,4,4,3,313
1,2013,4,7,4,74
1,2013,5,3,13,2145
1,2013,5,6,14,1377
1,2013,6,2,23,1742
1,2013,7,2,2,234
1,2013,7,5,3,73
1,2013,8,1,12,1438
1,2013,8,4,13,1698
1,2013,8,7,14,1628
1,2013,9,3,23,1786
1,2013,10,3,2,32
1,2013,10,6,3,42
1,2013,11,2,12,684
1,2013,11,5,13,2108
1,2013,12,1,22,2228
1,2013,12,4,23,1746
1,2010,1,2,14,1151
1,2010,1,5,15,1833
1,2010,3,1,3,179
1,2010,3,4,4,71
1,2010,3,7,5,164
1,2010,4,3,14,1287
1,2010,4,6,15,1287
1,2010,6,2,3,194
1,2010,6,5,4,87
1,2010,7,1,13,1253
1,2010,7,4,14,1845
1,2010,7,7,15,1694
1,2010,9,3,3,149
1,2010,9,6,4,351
1,2010,10,2,13,1137
1,2010,10,5,14,1662
1,2010,11,1,23,1436
1,2010,12,1,2,170
1,2010,12,4,3,110
1,2010,12,7,4,65
1,2011,1,2,21,1244
1,2011,1,5,22,1509
1,2011,2,2,0,1008
1,2011,2,5,1,288
1,2011,3,1,10,1107
1,2011,3,4,11,867
1,2011,3,7,12,994
1,2011,4,3,21,1691
1,2011,4,6,22,1478
1,2011,5,3,0,1087
1,2011,5,6,1,662
1,2011,6,2,10,760
1,2011,6,5,11,949
1,2011,7,1,20,1981
1,2011,7,4,21,1693
1,2011,7,7,22,2628
1,2011,8,4,0,1167
1,2011,8,7,1,226
1,2011,9,3,10,676
1,2011,9,6,11,919
1,2011,10,2,20,1933
1,2011,10,5,21,1791
1,2011,11,5,0,756
1,2011,12,1,9,814
1,2011,12,4,10,945
1,2011,12,7,11,616
1,2012,2,2,7,1319
1,2012,2,5,8,1133
1,2012,3,1,17,2333
1,2012,3,4,18,2260
1,2012,3,7,19,2130
1,2012,5,3,7,1713
1,2012,5,6,8,878
1,2012,6,2,17,2034
1,2012,6,5,18,2271
1,2012,8,1,6,1572
1,2012,8,4,7,1660
1,2012,8,7,8,1025
1,2012,9,3,17,2168
1,2012,9,6,18,2297
1,2012,11,2,6,1674
1,2012,11,5,7,1772
1,2012,12,1,16,2587
1,2012,12,4,17,2075
1,2012,12,7,18,2515
1,2013,1,3,4,131
1,2013,1,6,5,785
1,2013,2,2,14,1592
1,2013,2,5,15,1812
1,2013,4,1,3,27
1,2013,4,4,4,50
1,2013,4,7,5,521
1,2013,5,3,14,2124
1,2013,5,6,15,1689
1,2013,7,2,3,135
1,2013,7,5,4,135
1,2013,8,1,13,1739
1,2013,8,4,14,2191
1,2013,8,7,15,1722
1,2013,10,3,3,43
1,2013,10,6,4,51
1,2013,11,2,13,1538
1,2013,11,5,14,2537
1,2013,12,1,23,2197
1,2010,1,2,15,1537
1,2010,1,5,16,1695
1,2010,3,1,4,171
1,2010,3,4,5,184
1,2010,3,7,6,577
1,2010,4,3,15,1703
1,2010,4,6,16,1298
1,2010,6,2,4,82
1,2010,6,5,5,511
1,2010,7,1,14,1607
1,2010,7,4,15,2059
1,2010,7,7,16,1893
1,2010,9,3,4,156
1,2010,9,6,5,444
1,2010,10,2,14,1380
1,2010,10,5,15,1764
1,2010,12,1,3,44
1,2010,12,4,4,135
1,2010,12,7,5,333
1,2011,1,2,22,1283
1,2011,1,5,23,941
1,2011,2,2,1,393
1,2011,2,5,2,100
1,2011,3,1,11,959
1,2011,3,4,12,1168
1,2011,3,7,13,1264
1,2011,4,3,22,1836
1,2011,4,6,23,996
1,2011,5,3,1,435
1,2011,5,6,2,143
1,2011,6,2,11,850
1,2011,6,5,12,1035
1,2011,7,1,21,2115
1,2011,7,4,22,1814
1,2011,7,7,23,2319
1,2011,8,1,0,2157
1,2011,8,4,1,524
1,2011,8,7,2,117
1,2011,9,3,11,820
1,2011,9,6,12,790
1,2011,10,2,21,1720
1,2011,10,5,22,1886
1,2011,11,2,0,1257
1,2011,11,5,1,277
1,2011,12,1,10,997
1,2011,12,4,11,945
1,2011,12,7,12,773
1,2012,2,2,8,975
1,2012,2,5,9,463
1,2012,3,1,18,1919
1,2012,3,4,19,2323
1,2012,3,7,20,2488
1,2012,5,3,8,1415
1,2012,5,6,9,474
1,2012,6,2,18,1698
1,2012,6,5,19,2231
1,2012,8,1,7,1846
1,2012,8,4,8,1535
1,2012,8,7,9,560
1,2012,9,3,18,1917
1,2012,9,6,19,1922
1,2012,11,2,7,1309
1,2012,11,5,8,1412
1,2012,12,1,17,2363
1,2012,12,4,18,1915
1,2012,12,7,19,2226
1,2013,1,3,5,1199
1,2013,1,6,6,1008
1,2013,2,2,15,1993
1,2013,2,5,16,1613
1,2013,4,1,4,206
1,2013,4,4,5,637
1,2013,4,7,6,887
1,2013,5,3,15,2454
1,2013,5,6,16,1612
1,2013,7,2,4,126
1,2013,7,5,5,584
1,2013,8,1,14,2145
1,2013,8,4,15,2260
1,2013,8,7,16,1731
1,2013,10,3,4,184
1,2013,10,6,5,778
1,2013,11,2,14,1822
1,2013,11,5,15,2841
1,2010,1,2,16,1422
1,2010,1,5,17,1655
1,2010,3,1,5,264
1,2010,3,4,6,805
1,2010,3,7,7,758
1,2010,4,3,16,1674
1,2010,4,6,17,1440
1,2010,6,2,5,680
1,2010,6,5,6,940
1,2010,7,1,15,1975
1,2010,7,4,16,2216
1,2010,7,7,17,1749
1,2010,9,3,5,372
1,2010,9,6,6,559
1,2010,10,2,15,1471
1,2010,10,5,16,1808
1,2010,12,1,4,53
1,2010,12,4,5,635
1,2010,12,7,6,801
1,2011,1,2,23,927
1,2011,2,2,2,160
1,2011,2,5,3,22
1,2011,3,1,12,1161
1,2011,3,4,13,1386
1,2011,3,7,14,1760
1,2011,4,3,23,1354
1,2011,5,3,2,145
1,2011,5,6,3,65
1,2011,6,2,12,880
1,2011,6,5,13,1465
1,2011,7,1,22,2227
1,2011,7,4,23,1385
1,2011,8,1,1,1298
1,2011,8,4,2,165
1,2011,8,7,3,37
1,2011,9,3,12,922
1,2011,9,6,13,1357
1,2011,10,2,22,1780
1,2011,10,5,23,1339
1,2011,11,2,1,428
1,2011,11,5,2,47
1,2011,12,1,11,691
1,2011,12,4,12,1285
1,2011,12,7,13,961
1,2012,1,6,0,922
1,2012,2,2,9,641
1,2012,2,5,10,742
1,2012,3,1,19,1970
1,2012,3,4,20,2561
1,2012,3,7,21,2277
1,2012,4,7,0,734
1,2012,5,3,9,897
1,2012,5,6,10,638
1,2012,6,2,19,1816
1,2012,6,5,20,2417
1,2012,8,1,8,1752
1,2012,8,4,9,939
1,2012,8,7,10,686
1,2012,9,3,19,2091
1,2012,9,6,20,2273
1,2012,11,2,8,1196
1,2012,11,5,9,907
1,2012,12,1,18,1971
1,2012,12,4,19,1883
1,2012,12,7,20,2352
1,2013,1,3,6,1631
1,2013,1,6,7,1156
1,2013,2,2,16,1907
1,2013,2,5,17,1450
1,2013,4,1,5,1308
1,2013,4,4,6,1320
1,2013,4,7,7,1131
1,2013,5,3,16,2635
1,2013,5,6,17,1535
1,2013,7,2,5,710
1,2013,7,5,6,1050
1,2013,8,1,15,2321
1,2013,8,4,16,2317
1,2013,8,7,17,1877
1,2013,10,3,5,1243
1,2013,10,6,6,885
1,2013,11,2,15,2328
1,2013,11,5,16,2933
1,2010,1,2,17,1483
1,2010,1,5,18,1501
1,2010,3,1,6,1275
1,2010,3,4,7,910
1,2010,3,7,8,736
1,2010,4,3,17,1880
1,2010,4,6,18,1068
1,2010,6,2,6,1672
1,2010,6,5,7,1435
1,2010,7,1,16,1950
1,2010,7,4,17,2090
1,2010,7,7,18,1512
1,2010,9,3,6,1103
1,2010,9,6,7,679
1,2010,10,2,16,1460
1,2010,10,5,17,1987
1,2010,12,1,5,476
1,2010,12,4,6,1254
1,2010,12,7,7,910
1,2011,2,2,3,52
1,2011,2,5,4,88
1,2011,3,1,13,1235
1,2011,3,4,14,1904
1,2011,3,7,15,2113
1,2011,5,3,3,78
1,2011,5,6,4,88
1,2011,6,2,13,1450
1,2011,6,5,14,1580
1,2011,7,1,23,1811
1,2011,8,1,2,577
1,2011,8,4,3,146
1,2011,8,7,4,31
1,2011,9,3,13,1375
1,2011,9,6,14,1614
1,2011,10,2,23,1291
1,2011,11,2,2,89
1,2011,11,5,3,87
1,2011,12,1,12,996
1,2011,12,4,13,1422
1,2011,12,7,14,1528
1,2012,1,3,0,732
1,2012,1,6,1,288
1,2012,2,2,10,731
1,2012,2,5,11,752
1,2012,3,1,20,1886
1,2012,3,4,21,2535
1,2012,3,7,22,2465
1,2012,4,4,0,1214
1,2012,4,7,1,522
1,2012,5,3,10,965
1,2012,5,6,11,696
1,2012,6,2,20,2054
1,2012,6,5,21,2247
1,2012,7,5,0,1469
1,2012,8,1,9,1001
1,2012,8,4,10,920
1,2012,8,7,11,896
1,2012,9,3,20,2407
1,2012,9,6,21,2259
1,2012,10,6,0,1417
1,2012,11,2,9,670
1,2012,11,5,10,936
1,2012,12,1,19,1970
1,2012,12,4,20,2126
1,2012,12,7,21,2667
1,2013,1,3,7,1706
1,2013,1,6,8,783
1,2013,2,2,17,1669
1,2013,2,5,18,1308
1,2013,4,1,6,2113
1,2013,4,4,7,1552
1,2013,4,7,8,857
1,2013,5,3,17,2433
1,2013,5,6,18,1425
1,2013,7,2,6,1323
1,2013,7,5,7,1213
1,2013,8,1,16,2345
1,2013,8,4,17,2259
1,2013,8,7,18,1840
1,2013,10,3,6,1314
1,2013,10,6,7,1263
1,2013,11,2,16,2143
1,2013,11,5,17,2561
1,2010,1,2,18,1266
1,2010,1,5,19,1423
1,2010,3,1,7,1548
1,2010,3,4,8,742
1,2010,3,7,9,570
1,2010,4,3,18,1461
1,2010,4,6,19,1093
1,2010,6,2,7,1843
1,2010,6,5,8,996
1,2010,7,1,17,1917
1,2010,7,4,18,1569
1,2010,7,7,19,1786
1,2010,9,3,7,1481
1,2010,9,6,8,766
1,2010,10,2,17,1782
1,2010,10,5,18,1607
1,2010,12,1,6,919
1,2010,12,4,7,1246
1,2010,12,7,8,656
1,2011,2,2,4,119
1,2011,2,5,5,832
1,2011,3,1,14,1513
1,2011,3,4,15,2493
1,2011,3,7,16,2140
1,2011,5,3,4,93
1,2011,5,6,5,508
1,2011,6,2,14,1649
1,2011,6,5,15,1748
1,2011,8,1,3,305
1,2011,8,4,4,98
1,2011,8,7,5,221
1,2011,9,3,14,1789
1,2011,9,6,15,1682
1,2011,11,2,3,55
1,2011,11,5,4,62
1,2011,12,1,13,1159
1,2011,12,4,14,2200
1,2011,12,7,15,1932
1,2012,1,3,1,408
1,2012,1,6,2,42
1,2012,2,2,11,791
1,2012,2,5,12,814
1,2012,3,1,21,2126
1,2012,3,4,22,2530
1,2012,3,7,23,2037
1,2012,4,1,0,2298
1,2012,4,4,1,419
1,2012,4,7,2,212
1,2012,5,3,11,1244
1,2012,5,6,12,991
1,2012,6,2,21,1557
1,2012,6,5,22,1966
1,2012,7,2,0,1760
1,2012,7,5,1,795
1,2012,8,1,10,1101
1,2012,8,4,11,1191
1,2012,8,7,12,1090
1,2012,9,3,21,2170
1,2012,9,6,22,2093
1,2012,10,3,0,1149
1,2012,10,6,1,372
1,2012,11,2,10,753
1,2012,11,5,11,960
1,2012,12,1,20,1965
1,2012,12,4,21,1910
1,2012,12,7,22,2659
1,2013,1,3,8,1180
1,2013,1,6,9,437
1,2013,2,2,18,1446
1,2013,2,5,19,1240
1,2013,4,1,7,2402
1,2013,4,4,8,1268
1,2013,4,7,9,522
1,2013,5,3,18,2384
1,2013,5,6,19,1742
1,2013,7,2,7,1661
1,2013,7,5,8,1098
1,2013,8,1,17,2429
1,2013,8,4,18,2565
1,2013,8,7,19,1780
1,2013,10,3,7,2055
1,2013,10,6,8,1020
1,2013,11,2,17,2011
1,2013,11,5,18,2285
1,2010,1,2,19,1293
1,2010,1,5,20,1605
1,2010,3,1,8,1251
1,2010,3,4,9,516
1,2010,3,7,10,630
1,2010,4,3,19,1197
1,2010,4,6,20,1064
1,2010,6,2,8,1282
1,2010,6,5,9,705
1,2010,7,1,18,1736
1,2010,7,4,19,1592
1,2010,7,7,20,1939
1,2010,9,3,8,1358
1,2010,9,6,9,818
1,2010,10,2,18,1536
1,2010,10,5,19,1627
1,2010,12,1,7,792
1,2010,12,4,8,1131
1,2010,12,7,9,565
1,2011,2,2,5,711
1,2011,2,5,6,984
1,2011,3,1,15,2124
1,2011,3,4,16,2234
1,2011,3,7,17,1988
1,2011,5,3,5,672
1,2011,5,6,6,918
1,2011,6,2,15,1778
1,2011,6,5,16,1781
1,2011,8,1,4,184
1,2011,8,4,5,538
1,2011,8,7,6,360
1,2011,9,3,15,1875
1,2011,9,6,16,1890
1,2011,11,2,4,93
1,2011,11,5,5,728
1,2011,12,1,14,1617
1,2011,12,4,15,2511
1,2011,12,7,16,1722
1,2012,1,3,2,164
1,2012,1,6,3,26
1,2012,2,2,12,709
1,2012,2,5,13,1060
1,2012,3,1,22,2070
1,2012,3,4,23,1782
1,2012,4,1,1,1236
1,2012,4,4,2,106
1,2012,4,7,3,102
1,2012,5,3,12,1483
1,2012,5,6,13,1402
1,2012,6,2,22,1590
1,2012,6,5,23,1795
1,2012,7,2,1,901
1,2012,7,5,2,259
1,2012,8,1,11,1193
1,2012,8,4,12,1161
1,2012,8,7,13,1833
1,2012,9,3,22,1875
1,2012,9,6,23,1780
1,2012,10,3,1,547
1,2012,10,6,2,100
1,2012,11,2,11,1017
1,2012,11,5,12,1203
1,2012,12,1,21,2010
1,2012,12,4,22,1882
1,2012,12,7,23,2364
1,2013,1,3,9,933
1,2013,1,6,10,618
1,2013,2,2,19,1663
1,2013,2,5,20,1317
1,2013,4,1,8,2025
1,2013,4,4,9,795
1,2013,4,7,10,621
1,2013,5,3,19,2215
1,2013,5,6,20,1574
1,2013,7,2,8,1627
1,2013,7,5,9,551
1,2013,8,1,18,2207
1,2013,8,4,19,2158
1,2013,8,7,20,1957
1,2013,10,3,8,1003
1,2013,10,6,9,408
1,2013,11,2,18,1637
1,2013,11,5,19,2199
1,2010,1,2,20,1319
1,2010,1,5,21,1821
1,2010,2,5,0,684
1,2010,3,1,9,1134
1,2010,3,4,10,518
1,2010,3,7,11,544
1,2010,4,3,20,1466
1,2010,4,6,21,1028
1,2010,5,6,0,1207
1,2010,6,2,9,982
1,2010,6,5,10,577
1,2010,7,1,19,1510
1,2010,7,4,20,2221
1,2010,7,7,21,1807
1,2010,8,7,0,901
1,2010,9,3,9,1202
1,2010,9,6,10,815
1,2010,10,2,19,1283
1,2010,10,5,20,1882
1,2010,12,1,8,803
1,2010,12,4,9,927
1,2010,12,7,10,738
1,2011,2,2,6,1219
1,2011,2,5,7,1187
1,2011,3,1,16,2153
1,2011,3,4,17,2232
1,2011,3,7,18,1970
1,2011,5,3,6,1079
1,2011,5,6,7,1003
1,2011,6,2,16,1886
1,2011,6,5,17,1591
1,2011,8,1,5,831
1,2011,8,4,6,1317
1,2011,8,7,7,495
1,2011,9,3,16,2136
